book_id,goodreads_book_id,authors,original_publication_year,title
8143,425124,Dennis Lehane,1997.0,"Sacred (Kenzie & Gennaro, #3)"
8144,18799585,Kendra Elliot,2012.0,Hidden (Bone Secrets. #1)
8145,29104680,Penelope Douglas,2016.0,Punk 57
8146,337623,Jack Higgins,1992.0,"Eye of the Storm (Sean Dillon, #1)"
8147,17835351,Sean Patrick,2013.0,Nikola Tesla: Imagination and the Man That Invented the 20th Century
8148,23221,Meg Cabot,2006.0,How to Be Popular
8149,7707,"George Bernard Shaw, Alan Jay Lerner",1956.0,Pygmalion & My Fair Lady
8150,22028,Mario Puzo,1999.0,Omerta
8151,12157365,Elizabeth Norris,2012.0,"Unraveling (Unraveling, #1)"
8152,265264,Richard Bach,1988.0,One
8153,37187,Kate DiCamillo,2001.0,The Tiger Rising
8154,28734,Mercedes Lackey,1990.0,Magic's Price (Valdemar: Last Herald-Mage #3)
8155,11970747,George R.R. Martin,1998.0,"The Hedge Knight (The Tales of Dunk and Egg, #1)"
8156,527744,Agatha Christie,1953.0,"After the Funeral (Hercule Poirot, #29)"
8157,160848,"Mark Millar, J.G. Jones, Brian K. Vaughan",2005.0,Wanted
8158,13614,"Tsugumi Ohba, Takeshi Obata",2005.0,"Death Note, Vol. 8: Target (Death Note, #8)"
8159,103111,"Chris Claremont, John Byrne",1983.0,X-Men: The Dark Phoenix Saga
8160,12617,"Noam Chomsky, Edward S. Herman",1988.0,Manufacturing Consent: The Political Economy of the Mass Media
8161,19307,"Astrid Lindgren, Gerry Bothmer",1948.0,Pippi in the South Seas
8162,12923,Horace Walpole,1764.0,The Castle of Otranto
8163,40471,Cormac McCarthy,1968.0,Outer Dark
8164,16175040,Kresley Cole,2013.0,"Endless Knight (The Arcana Chronicles, #2)"
8165,40992,Gene Wolfe,1994.0,Shadow & Claw (The Book of the New Sun #1-2)
8166,23503361,Julia Pierpont,2015.0,Among the Ten Thousand Things
8167,10878,Hunter S. Thompson,1979.0,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)"
8168,47730,"Anne Sexton, Maxine Kumin",1981.0,The Complete Poems
8169,11830394,Kim Stanley Robinson,2012.0,2312
8170,119838,Sharon M. Draper,1994.0,"Tears of a Tiger (Hazelwood High, #1)"
8171,6287290,James Rollins,2009.0,Altar of Eden
8172,1011359,Bisco Hatori,2003.0,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)"
8173,176326,"Michael Buckley, Peter Ferguson",2006.0,"The Problem Child (The Sisters Grimm, #3)"
8174,1206073,David Hackett Fischer,2003.0,Washington's Crossing
8175,4830,Salman Rushdie,2005.0,Shalimar the Clown
8176,8745,"Waris Dirie, Cathleen Miller",1998.0,Desert Flower
8177,615921,Eric S. Nylund,2003.0,Halo: First Strike
8178,16117182,Natasha Preston,2013.0,"Broken Silence (Silence, #2)"
8179,4076,"Tom Peters, Robert H. Waterman Jr.",1982.0,In Search of Excellence: Lessons from America's Best-Run Companies
8180,17899392,"James Patterson, Emily Raymond",2013.0,First Love
8181,107029,"Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff",2005.0,"The Batman Chronicles, Vol. 1"
8182,12878300,Eric Blehm,2012.0,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him
8183,7879278,Lisa Tawn Bergren,2011.0,"Waterfall (River of Time, #1)"
8184,20890479,Rachel Joyce,2014.0,"The Love Song of Miss Queenie Hennessy (Harold Fry, #2)"
8185,15559,Terry Brooks,2002.0,"Morgawr (The Voyage of the Jerle Shannara, #3)"
8186,116053,Rosamunde Pilcher,1990.0,September
8187,4808763,"Isaac Asimov, Bob E. Flick, Jim Gallant",1956.0,The Last Question
8188,52783,"Saul Bellow, Luciano Bianciardi",1959.0,Henderson the Rain King
8189,9654,Erica Jong,1973.0,Fear of Flying
8190,9349915,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",2011.0,Red Riding Hood
8191,4765642,Rashmi Bansal,2008.0,Stay Hungry Stay Foolish
8192,6694,"Roald Dahl, Quentin Blake",1985.0,The Giraffe and the Pelly and Me
8193,17934521,Nickolas Butler,2014.0,Shotgun Lovesongs
8194,671724,Conn Iggulden,2004.0,"The Death of Kings (Emperor, #2)"
8195,106882,Mireille Guiliano,2004.0,French Women Don't Get Fat: The Secret of Eating for Pleasure
8196,289601,Laura Whitcomb,2005.0,"A Certain Slant of Light (Light, #1)"
8197,493455,Scott Westerfeld,2007.0,"The Uglies Trilogy (Uglies, #1-3)"
8198,22693231,Greg Iles,2015.0,The Bone Tree
8199,78971,Jeffrey Archer,2005.0,False Impression
8200,13105527,"pleasefindthis, Iain S. Thomas, Jon Ellis",2011.0,I Wrote This For You
8201,56913,"Ina Garten, Quentin Bacon",2004.0,Barefoot in Paris
8202,204045,Masashi Kishimoto,2000.0,"Naruto, Vol. 05: Exam Hell (Naruto, #5)"
8203,347577,Louise Rennison,2004.0,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)"
8204,16056862,Natasha Anders,2012.0,"The Unwanted Wife (Unwanted, #1)"
8205,29991719,Emma Chase,2016.0,"Royally Screwed (Royally, #1)"
8206,6239873,Anna Godbersen,2009.0,"Splendor (Luxe, #4)"
8207,31175,Charlotte Brontë,1857.0,The Professor
8208,9815702,Chloe Neill,2011.0,"Drink Deep (Chicagoland Vampires, #5)"
8209,4653511,غسان كنفاني,1963.0,رجال في الشمس
8210,132391,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",1836.0,The Little Mermaid
8211,207687,Meg Cabot,2007.0,"Big Boned (Heather Wells, #3)"
8212,330760,Jack Kerouac,1958.0,The Subterraneans
8213,181400,"Angela Elwell Hunt, Tim Jonke",1989.0,The Tale of Three Trees
8214,419103,Frank Miller,1994.0,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)"
8215,16341,Agatha Christie,1942.0,"The Moving Finger (Miss Marple, #4)"
8216,392217,Patricia Cornwell,1996.0,"Hornet's Nest (Andy Brazil, #1)"
8217,126066,"John Eldredge, Brent Curtis",1997.0,The Sacred Romance Drawing Closer To The Heart Of God
8218,236056,Louis Sachar,1987.0,There's a Boy in the Girls' Bathroom
8219,17233800,Katie McGarry,2013.0,"Crash into You (Pushing the Limits, #3)"
8220,7993566,Edmund Morris,2010.0,Colonel Roosevelt
8221,65336,"William Carlos Williams, Charles Tomlinson",1949.0,Selected Poems
8222,77786,Timothy Zahn,1998.0,"Vision of the Future (Star Wars: The Hand of Thrawn, #2)"
8223,6449422,Haruki Murakami,2009.0,"1Q84 BOOK 2 (1Q84, #2)"
8224,20439328,Ali Smith,2014.0,How to Be Both
8225,85989,Meg Cabot,2006.0,"Princess on the Brink (The Princess Diaries, #8)"
8226,341281,"Thomas Hardy, Patricia Ingham",1887.0,The Woodlanders
8227,17934385,Jane Green,2014.0,Tempting Fate
8228,4071018,Barbara Delinsky,2009.0,While My Sister Sleeps
8229,419083,Mark Bowden,2001.0,Killing Pablo: The Hunt for the World's Greatest Outlaw
8230,12968662,Chris Cleave,2012.0,Gold
8231,3064985,Lesley Livingston,2009.0,"Wondrous Strange (Wondrous Strange, #1)"
8232,10395,Franklin Foer,2004.0,How Soccer Explains the World
8233,45974,"Fernando Pessoa, Richard Zenith",1913.0,The Book of Disquiet
8234,12791521,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",2012.0,"Batman: Earth One, Volume 1"
8235,12475019,"Anne Lamott, Sam Lamott",2012.0,Some Assembly Required: A Journal of My Son's First Son
8236,583924,MaryJanice Davidson,2005.0,"Undead and Unappreciated (Undead, #3)"
8237,20980959,"Douglas Preston, Lincoln Child",2014.0,"Blue Labyrinth (Pendergast, #14)"
8238,7940589,Manning Marable,2011.0,Malcolm X: A Life of Reinvention
8239,32349,Marlo Morgan,1990.0,Mutant Message Down Under
8240,4769247,Lara Adrian,2009.0,"Ashes of Midnight (Midnight Breed, #6)"
8241,112879,"Michael Buckley, Peter Ferguson",2007.0,"Once Upon a Crime (The Sisters Grimm, #4)"
8242,168814,Bert Dodson,1985.0,Keys to Drawing
8243,158988,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",2007.0,"Fables, Vol. 9: Sons of Empire"
8244,1233478,Karen Chance,2008.0,"Embrace the Night (Cassandra Palmer, #3)"
8245,171624,Len Deighton,1962.0,"The Ipcress File (Secret File, #1)"
8246,158944,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",1979.0,The Fannie Farmer Cookbook: Anniversary
8247,3240691,بهاء طاهر,2006.0,واحة الغروب
8248,7862725,Keary Taylor,2010.0,"Branded (Fall of Angels, #1)"
8249,27208,Flann O'Brien,1967.0,The Third Policeman
8250,4285768,Alexander McCall Smith,2009.0,"Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency, #10)"
8251,273512,Erin Hunter,2006.0,"Starlight (Warriors: The New Prophecy, #4)"
8252,13522957,Suzanne Wright,2012.0,"Feral Sins (The Phoenix Pack, #1)"
8253,87424,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1930.0,Tintin in the Land of the Soviets (Tintin #1)
8254,9998705,Kathy Reichs,2011.0,"Flash and Bones (Temperance Brennan, #14)"
8255,23453099,Ottessa Moshfegh,2015.0,Eileen
8256,1566705,J.D. Robb,2007.0,"Creation in Death (In Death, #25)"
8257,770040,Anna Dewdney,2007.0,Llama Llama Mad at Mama
8258,18594594,Karin Slaughter,2014.0,Cop Town
8259,165053,"Nicholas Ganz, Tristan Manco",2004.0,Graffiti World: Street Art from Five Continents
8260,1918702,Ed Young,1989.0,Lon Po Po: A Red-Riding Hood Story from China
8261,348632,Anita Amirrezvani,2007.0,The Blood of Flowers
8262,45181,E. Nesbit,1902.0,"Five Children and It (Five Children, #1)"
8263,18387597,Essam Youssef,2013.0,2 ضباط
8264,559889,Clive Cussler,1985.0,"Flood Tide (Dirk Pitt, #14)"
8265,23299512,Victoria Schwab,2016.0,"This Savage Song (Monsters of Verity, #1)"
8266,8456124,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0,"Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)"
8267,5628753,Nalini Singh,2009.0,Branded by Fire (Psy-Changeling #6)
8268,17838528,Morgan Matson,2016.0,The Unexpected Everything
8269,43799,"Anne Rampling, Anne Rice",1985.0,Exit to Eden
8270,6654104,"Mary-Jane Knight, Rick Riordan",2010.0,Percy Jackson & the Olympians:  The Ultimate Guide
8271,13239822,G. Willow Wilson,2012.0,Alif the Unseen
8272,50001,"Robert Foster, J.R.R. Tolkien",1974.0,The Complete Guide to Middle-Earth
8273,12449167,Lucinda Riley,2010.0,The Orchid House
8274,29008738,Amy Harmon,2016.0,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)"
8275,92845,Terry Brooks,1987.0,"The Black Unicorn (Magic Kingdom of Landover, #2)"
8276,16076,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",1899.0,The Awakening and Selected Stories
8277,2296567,Uwem Akpan,2008.0,Say You're One of Them
8278,6688087,Elly Griffiths,2009.0,"The Crossing Places (Ruth Galloway, #1)"
8279,721003,Roland Smith,2007.0,Peak (Peak #1)
8280,39799,"Henning Mankell, Ebba Segerberg",1997.0,"One Step Behind  (Kurt Wallander, #7)"
8281,825473,Frederick Forsyth,1979.0,The Devil's Alternative
8282,29430788,Alice Hoffman,2017.0,Faithful
8283,138684,C.J. Sansom,2006.0,"Sovereign (Matthew Shardlake, #3)"
8284,76179,Sandra Brown,1999.0,Envy
8285,440960,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",2005.0,Batman and Son
8286,101255,Harold McGee,1984.0,On Food and Cooking: The Science and Lore of the Kitchen
8287,668710,"Michael Buckley, Peter Ferguson",2007.0,"Magic and Other Misdemeanors (The Sisters Grimm, #5)"
8288,9962040,Maya Banks,2011.0,"In Bed with a Highlander (McCabe Trilogy, #1)"
8289,577283,William Styron,1967.0,The Confessions of Nat Turner
8290,18931,Jodee Blanco,2003.0,Please Stop Laughing at Me... One Woman's Inspirational Story
8291,1347837,Drew Karpyshyn,2007.0,"Rule of Two (Star Wars: Darth Bane, #2)"
8292,9712341,Gemma Burgess,2011.0,A Girl Like You
8293,25056528,Whitney G.,2015.0,"Sincerely, Carter (Sincerely Carter, #1)"
8294,7081,John Scalzi,2006.0,The Android's Dream
8295,3291,Isabel Allende,1988.0,The Stories of Eva Luna
8296,7579,Lama Surya Das,1997.0,Awakening the Buddha Within: Tibetan Wisdom for the Western World
8297,11821514,Edie Claire,2003.0,Long Time Coming
8298,33906,Sara Zarr,2007.0,Story of a Girl
8299,18108795,Lee Child,2013.0,High Heat (Jack Reacher #17.5)
8300,23287179,Kim van Alkemade,2015.0,Orphan Number Eight
8301,13252406,J.D. Robb,2012.0,"Delusion in Death (In Death, #35)"
8302,504369,David Weber,1994.0,"Field of Dishonor (Honor Harrington, #4)"
8303,13235689,David Byrne,2012.0,How Music Works
8304,18404093,Mary Kay Andrews,2014.0,Save the Date
8305,10006,Paul Auster,2004.0,Oracle Night
8306,40526,Jack Finney,1970.0,"Time and Again (Time, #1)"
8307,22027055,Heather Burch,2014.0,One Lavender Ribbon
8308,1022866,"Nicky Cruz, Jamie Buckingham",1969.0,Run Baby Run
8309,539282,August Wilson,1986.0,Fences (The Century Cycle #6)
8310,78629,Richard Wurmbrand,1940.0,Tortured for Christ N/E
8311,25663717,Lynda Cohen Loigman,2016.0,The Two-Family House
8312,30636,C.S. Lewis,1947.0,Miracles
8313,5771014,"Daniel Coyle, John Farrell",2009.0,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else"
8314,18693753,Elizabeth Little,2014.0,Dear Daughter
8315,23745189,Carrie Anne Noble,2015.0,The Mermaid's Sister
8316,16396,P.G. Wodehouse,1923.0,"The Inimitable Jeeves (Jeeves, #2)"
8317,534415,"Margaret Weis, Tracy Hickman",1995.0,"Dragons of Summer Flame (Dragonlance: The Second Generation, #2)"
8318,6045456,Tom Rob Smith,2009.0,"The Secret Speech (Leo Demidov, #2)"
8319,7908638,Carl Hiaasen,2010.0,"Star Island (Skink, #6)"
8320,68496,China Miéville,2007.0,Un Lun Dun
8321,13617,"Tsugumi Ohba, Takeshi Obata",2005.0,"Death Note, Vol. 5: Whiteout (Death Note, #5)"
8322,10532477,Richard Castle,2011.0,"Heat Rises (Nikki Heat, #3)"
8323,18956,David Simon,1991.0,Homicide: A Year on the Killing Streets
8324,155712,"Benedict Freedman, Nancy Freedman",1947.0,"Mrs. Mike (Mrs. Mike, #1)"
8325,22886113,Connor Franta,2015.0,A Work in Progress
8326,18090147,Rene Denfeld,2014.0,The Enchanted
8327,7116709,Paul  Hoffman,2010.0,"The Left Hand of God (The Left Hand of God, #1)"
8328,17332564,Katie Cotugno,2013.0,How to Love
8329,7062,Adam Gopnik,2000.0,Paris to the Moon
8330,8720917,Jenny Downham,2010.0,You Against Me
8331,343718,Ann M. Martin,2005.0,A Dog's Life: The Autobiography of a Stray
8332,153783,Tamora Pierce,2005.0,"The Will of the Empress (Circle Reforged, #1)"
8333,15823426,"Tyler Hamilton, Daniel Coyle",2012.0,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs"
8334,3757,Ian Fleming,1958.0,"Doctor No (James Bond, #6)"
8335,18090150,"Isabel Allende, Oliver Brock, Frank Wynne",2013.0,Ripper
8336,74862,Samad Behrangi,1965.0,ماهی سیاه کوچولو
8337,74406,Robertson Davies,1970.0,Fifth Business
8338,2324124,"Alan    Richardson, Karen Tack",2008.0,"Hello, Cupcake"
8339,7683254,Larry Correia,2010.0,"Monster Hunter Vendetta (Monster Hunter International, #2)"
8340,41958,Maeve Binchy,2004.0,Nights of Rain and Stars
8341,9529502,Lincoln Peirce,2009.0,"Big Nate on a Roll (Big Nate Novels, #3)"
8342,12546674,Catherine Bybee,2011.0,"Wife by Wednesday (The Weekday Brides, #1)"
8343,824318,"Dick Riley, Pam McAllister, Bruce Cassiday",1979.0,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie"
8344,21473305,L.A. Casey,2014.0,"Dominic (Slater Brothers, #1)"
8345,12988016,Kresley Cole,2012.0,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)"
8346,17910544,Kelly Corrigan,2014.0,Glitter and Glue
8347,61834,"Walter Lord, Nathaniel Philbrick",1955.0,A Night to Remember
8348,6944566,Brady Udall,2010.0,The Lonely Polygamist
8349,13061,Carl Hiaasen,1995.0,Stormy Weather
8350,6303733,"Richard Russo, Arthur Morey",2009.0,That Old Cape Magic
8351,6634409,Maya Banks,2010.0,"The Darkest Hour (KGI, #1)"
8352,10108463,Donald Ray Pollock,2011.0,The Devil All the Time
8353,18111281,Saroo Brierley,2013.0,A Long Way Home
8354,252938,Erin Hunter,2006.0,"Twilight (Warriors: The New Prophecy, #5)"
8355,11690,Orhan Pamuk,2003.0,Istanbul: Memories and the City
8356,287655,"Clare Naylor, Mimi Hare",2004.0,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder
8357,1990,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844.0,Martin Chuzzlewit
8358,71870,John Marsden,1996.0,"Darkness, Be My Friend (Tomorrow, #4)"
8359,6251012,Stephen King,2009.0,UR
8360,133488,James A. Michener,1947.0,Tales of the South Pacific
8361,5845,V.S. Naipaul,1979.0,A Bend in the River
8362,25852784,Matthew Desmond,2016.0,Evicted: Poverty and Profit in the American City
8363,13565676,Sarah J. Maas,2012.0,"The Assassin and the Empire (Throne of Glass, #0.5)"
8364,17835773,Abbi Glines,2013.0,"Misbehaving (Sea Breeze, #6)"
8365,21416690,Genevieve Cogman,2015.0,"The Invisible Library (The Invisible Library, #1)"
8366,112322,Anne Tyler,1991.0,Saint Maybe
8367,9526,"Marjane Satrapi, Anjali Singh",2006.0,Embroideries
8368,541341,Mary Downing Hahn,2007.0,Deep and Dark and Dangerous (A Ghost Story)
8369,3130430,"Melissa Anelli, J.K. Rowling",2008.0,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon"
8370,3700085,Francisco X. Stork,2008.0,Marcelo in the Real World
8371,228199,Stephen King,1996.0,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix"
8372,8343444,Tere Liye,2010.0,Daun Yang Jatuh Tak Pernah Membenci Angin
8373,623976,Brandon Sanderson,2007.0,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)"
8374,13163846,Jeffrey Brown,2012.0,Darth Vader and Son
8375,2068,Daniel C. Dennett,1995.0,Darwin's Dangerous Idea: Evolution and the Meanings of Life
8376,68452,Andrzej Sapkowski,1999.0,"Pani Jeziora (Saga o Wiedźminie, #7)"
8377,244102,C.J. Box,2001.0,"Open Season (Joe Pickett, #1)"
8378,12926132,Shannon Hale,2012.0,"Palace of Stone (Princess Academy, #2)"
8379,22725443,Jill Alexander Essbaum,2015.0,Hausfrau
8380,386142,Amanda Brown,2001.0,Legally Blonde
8381,21414439,Susan Dennard,2016.0,"Truthwitch (The Witchlands, #1)"
8382,4813,Gavin Menzies,2002.0,1421: The Year China Discovered America
8383,13513205,"Hope Larson, Madeleine L'Engle",2012.0,A Wrinkle in Time: The Graphic Novel
8384,225343,Nora Ephron,1983.0,Heartburn
8385,13528417,Liza Klaussmann,2012.0,Tigers in Red Weather
8386,92375,Ken Follett,2002.0,Hornet Flight
8387,39801,"Henning Mankell, Laurie Thompson",1993.0,"The White Lioness (Kurt Wallander, #3)"
8388,28485,"Margaret Weis, Tracy Hickman",1990.0,"Elven Star (The Death Gate Cycle, #2)"
8389,52872,Sherman Alexie,2007.0,Flight
8390,12073,"Ludwig Wittgenstein, G.E.M. Anscombe",1953.0,Philosophical Investigations
8391,9915707,Carrie Jones,2012.0,"Endure (Need, #4)"
8392,23545800,Claire Contreras,2015.0,"Kaleidoscope Hearts (Hearts, #1)"
8393,68524,Bernard Cornwell,1996.0,"Enemy of God (The Warlord Chronicles, #2)"
8394,21518679,Harper Sloan,2013.0,"Cage (Corps Security, #2)"
8395,18246727,Tarryn Fisher,2014.0,Mud Vein
8396,579696,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998.0,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source
8397,294044,James Rollins,2003.0,Ice Hunt
8398,29484,Laurell K. Hamilton,2006.0,"Strange Candy (Anita Blake, Vampire Hunter #0.5)"
8399,79016,Jeffrey Archer,1983.0,First Among Equals
8400,53200,Stephen Hawking,1993.0,Black Holes and Baby Universes
8401,179033,Stephen R. Donaldson,1977.0,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)"
8402,8074967,Nalini Singh,2011.0,"Archangel's Blade (Guild Hunter, #4)"
8403,31795,Will Durant,1926.0,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers
8404,110763,Elaine Pagels,1979.0,The Gnostic Gospels
8405,242157,Jonathan Tropper,2007.0,How to Talk to a Widower
8406,841973,Edgar Rice Burroughs,1913.0,"The Gods of Mars (Barsoom, #2)"
8407,17570105,"Vince Flynn, Kyle Mills, Armand Schultz",2015.0,"The Survivor (Mitch Rapp, #14)"
8408,8712343,Nalini Singh,2011.0,Kiss of Snow (Psy-Changeling #10)
8409,18467818,Roxane Gay,2014.0,An Untamed State
8410,2176735,Tim Winton,2008.0,Breath
8411,164723,American Psychiatric Association,1952.0,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR
8412,104737,Laurie R. King,1995.0,"A Monstrous Regiment of Women (Mary Russell, #2)"
8413,40271,Orson Scott Card,1995.0,"Alvin Journeyman (Tales of Alvin Maker, #4)"
8414,17262236,Elizabeth Wein,2013.0,"Rose Under Fire (Code Name Verity, #2)"
8415,511240,"Kiyohiko Azuma, あずま きよひこ",2003.0,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)"
8416,35476,"Black Elk, John G. Neihardt",1932.0,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux
8417,6326920,Ben Mezrich,2009.0,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal"
8418,1050383,Jeffery Deaver,2007.0,"The Sleeping Doll (Kathryn Dance, #1)"
8419,252999,Christine Feehan,2002.0,"Dark Legend (Dark, #8)"
8420,107017,"Jeph Loeb, Jim Lee, Scott Williams",2002.0,"Batman: Hush, Vol. 1"
8421,13112023,Heather Gudenkauf,2012.0,One Breath Away
8422,2967316,Greg Iles,2009.0,The Devil's Punchbowl
8423,47944,Sara Ryan,2001.0,"Empress of the World (Battle Hall Davies, #1)"
8424,2637138,Jim Butcher,2008.0,"Welcome to the Jungle (The Dresden Files, #0.5)"
8425,6506307,Connie Willis,2010.0,"Blackout (All Clear, #1)"
8426,18191814,Bella Forrest,2013.0,"A Blaze of Sun (A Shade of Vampire, #5)"
8427,8389671,Alice Hoffman,2011.0,The Red Garden
8428,42407,Jean de Brunhoff,1933.0,Babar the King
8429,13623777,Gordon Korman,2012.0,Ungifted
8430,160194,Michael Frayn,1982.0,Noises Off
8431,372384,Harlan Coben,1999.0,The Final Detail (Myron Bolitar #6)
8432,3972,Dan Simmons,2005.0,"Olympos (Ilium, #2)"
8433,3872,Tom Standage,2005.0,A History of the World in 6 Glasses
8434,23398961,Karen   White,2015.0,The Sound of Glass
8435,71622,Robert Hicks,2005.0,The Widow of the South
8436,14060046,Jennifer L. Armentrout,2013.0,Obsession
8437,10790276,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",2011.0,Courageous
8438,6345760,"Kate DiCamillo, Yoko Tanaka",2009.0,The Magician's Elephant
8439,31178,Anne Tyler,2001.0,Back When We Were Grownups
8440,23289,James Joyce,1914.0,The Dead
8441,5607622,"محمد المنسي قنديل, Mohamed Mansi Qandil",2004.0,قمر على سمرقند
8442,16150996,Aleatha Romig,2013.0,"Convicted (Consequences, #3)"
8443,7831742,Bree Despain,2010.0,"The Lost Saint (The Dark Divine, #2)"
8444,4946005,Dean Koontz,2009.0,Relentless
8445,73906,Stephen R. Lawhead,1987.0,"Taliesin (The Pendragon Cycle, #1)"
8446,13063,Carl Hiaasen,2002.0,Basket Case
8447,18323154,حسن كمال,2013.0,المرحوم
8448,92956,Orson Scott Card,1992.0,"The Memory of Earth (Homecoming, #1)"
8449,6751356,Dolen Perkins-Valdez,2009.0,Wench
8450,3556419,Karen Chance,2009.0,"Curse the Dawn (Cassandra Palmer, #4)"
8451,26661,Beth Moore,2000.0,Praying God's Word: Breaking Free From Spiritual Strongholds
8452,5946,Michael Ondaatje,1987.0,In the Skin of a Lion
8453,22131009,Jodi Picoult,2014.0,Where There's Smoke
8454,5559,"Jack Welch, John A. Byrne, Mike Barnicle",2001.0,Jack: Straight from the Gut
8455,30125,Shel Silverstein,1981.0,The Missing Piece Meets the Big O 
8456,44559,"Milan Kundera, Aaron Asher",1969.0,Life is Elsewhere
8457,77477,Anna Quindlen,2002.0,Blessings
8458,12900491,Gena Showalter,2012.0,"Wicked Nights (Angels of the Dark, #1)"
8459,11237412,Pittacus Lore,2011.0,"Six's Legacy (Lorien Legacies: The Lost Files, #1)"
8460,28760,Mercedes Lackey,1990.0,Magic's Promise (Valdemar: Last Herald-Mage #2)
8461,25773504,Lisa Scottoline,2016.0,Most Wanted
8462,10799881,Meg Cabot,2012.0,"Underworld (Abandon, #2)"
8463,3698601,Mark Bittman,2008.0,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes
8464,60471,Rosamunde Pilcher,1995.0,Coming Home
8465,133767,"Tim LaHaye, Jerry B. Jenkins",2004.0,"Glorious Appearing: The End of Days (Left Behind, #12)"
8466,7824768,خالد الباتلي,2010.0,ليتها تقرأ
8467,16158527,John Sandford,2013.0,"Silken Prey (Lucas Davenport, #23)"
8468,13593555,John Sandford,2012.0,"Mad River (Virgil Flowers, #6)"
8469,251665,Anita Brookner,1984.0,Hotel du Lac
8470,151926,Pat Barker,1995.0,"The Ghost Road (Regeneration, #3)"
8471,682793,Mark Twain,1893.0,Pudd'nhead Wilson
8472,208036,"Aristotle, Joe Sachs",-330.0,Metaphysics
8473,15793231,Emily Murdoch,2013.0,If You Find Me
8474,13065,Carl Hiaasen,1991.0,"Native Tongue (Skink, #2)"
8475,128940,Sandra Dallas,1995.0,The Persian Pickle Club
8476,6763961,Rachel Vincent,2009.0,"My Soul to Save (Soul Screamers, #2)"
8477,351023,Jill Murphy,,"The Worst Witch (Worst Witch, #1)"
8478,981463,"Cynthia Rylant, Stephen Gammell",1985.0,The Relatives Came
8479,125502,Siri Hustvedt,2002.0,What I Loved
8480,4212386,Andrea Hirata,2008.0,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)"
8481,11133791,Ellen Hopkins,2012.0,Tilt
8482,2747288,Todd J. McCaffrey,2008.0,"Dragonheart (Pern, #21)"
8483,17569860,J.C. Reed,2013.0,"Conquer Your Love (Surrender Your Love, #2)"
8484,7980,Brian Jacques,1996.0,"Pearls of Lutra (Redwall, #9)"
8485,4224060,"Ken Robinson, Lou Aronica",2009.0,The Element: How Finding Your Passion Changes Everything
8486,24611425,Geraldine Brooks,2015.0,The Secret Chord
8487,18752959,Rick Riordan,2014.0,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2)
8488,17443673,Amy Harmon,2013.0,A Different Blue
8489,2159007,Chuck Klosterman,2008.0,Downtown Owl
